author,published_at,text
@zayNMZ,2025-09-26T16:35:52Z,Udah gk heran gua
@cakjal,2025-09-26T16:33:59Z,"TIDAK GRATIS!! MBG DIBIYAYAI DARI PAJAK, ARTINYA TIDAK GRATIS"
@bombomjingga,2025-09-26T16:31:34Z,Hidup di Indonesia itu<br>Tiada hari tanpa korupsi<br><br>Sepertinya harus seperti Nepal dulu<br>Biar tatanan negara ini bisa dibenahi
@riszukoyagami6821,2025-09-26T16:29:52Z,Mbg pun dikorup sama oknum2 nya hadeuh
@serinumakae6932,2025-09-26T16:29:38Z,"Beda daerah beda Kebijakan.<br>Jngn Tanya Dah Itu Yg Ngasih nya se uprit😂 Udah jelas Dan Fiks Korupsi,Dan yg Ngasih layak fiks itu jujur.<br>Keliatan kok"
@IntanMaharani-pp9oi,2025-09-26T16:22:27Z,Serba serbi MBG makan bergizi gratis
@AlfitraDefrian,2025-09-26T16:21:48Z,"Tinggal penjarakan aja pengawas yg masak,lalai,tak bisa kerja jngn kerja mulung aja😂"
@hastinyamirez964,2025-09-26T16:21:40Z,MBG/mkan bergizi gratis❌❌
@Fisabilillah2728,2025-09-26T16:19:52Z,"Chicken katsu,rice ball, mie gacoan? BERGIZI?"
@raihan_dn,2025-09-26T16:17:25Z,Bahayanya ada oknum yg sngaja ngrusak citra pak prabowo demi kpentingan partai dan dri pribadi
@temyramdhan617,2025-09-26T16:15:19Z,dari surat pernyataannya aja gajelas<br>1. makannya masak yg bener<br>2. makannya survey ke beberapa siswa/siswi alergi trhdp apa nanti disajikan menu yg berbeda<br>3. udah sih vendornya kagak bener<br>4. balik lagi point 2<br>5. udah sih fix MBG gagal<br>6. lalu ganti rugi akibat keracunan point 5 gmana ? gk tanggung jwab gitu ? parah fix MBG gagal total<br><br>Jadi fix gagal total MBG gegara program fufufafa gila
@ByFox4_Mangga,2025-09-26T16:13:52Z,Adek gw udh kebagian untung di kasih tau ama Guru kelas sebelah kalo Hati-hati kalo makan Kok0p dulu eh maksudnya di Dicium dulu makanan nya (Bukan cium mulut edan cium Idung)
@hardiasalfinazar8141,2025-09-26T16:11:43Z,Program sebaik itu masi saja ada oknum²
@4Four507,2025-09-26T16:09:04Z,MBG Megalodon Bergizi Gratis 🦈
@Jidwi5473,2025-09-26T16:07:51Z,sucipto goreng😭
@rustinsuryani4592,2025-09-26T16:07:10Z,Salfok sama tulisa&quot;kementrian agama&quot; Itu sekolah ku woyy
@TheGuardiansDg999,2025-09-26T15:59:57Z,MBG - &#39;M&#39;akanan &#39;B&#39;eracun &#39;G&#39;ratis
@EkoPonsel-b8u,2025-09-26T15:58:58Z,Untung aja kepal skolah gua gak nge bolehin MBG masuh
@muhammadfillahzaliansyah1863,2025-09-26T15:58:32Z,"pemerintah sama rakyat sama aja,, sama sama korupsi aja bisanya"
@bambuhijau3325,2025-09-26T15:58:26Z,Kocaknya sabotase politik para buzzer RP. Padahal yang  ngawal TNI dan polisi. Terus secara tidak langsung buzzer nuduh siapa
@momolk27,2025-09-26T15:58:07Z,Yg dipelosok? Justru yg dipelosok malah gk dpt bg.. nih di sd tempat sy tinggal gk dpt mbg.. kami tinggl dipelosok pedalaman
@Soesanto-3,2025-09-26T15:57:55Z,Triplek semangka 😂
@AbdulkarimAdnan-j6j,2025-09-26T15:57:19Z,Bg kalau di MALAYSIA makanan percuma untuk orang susah kalau murid biasa beli makanan lain
@Aether_Frames03,2025-09-26T15:56:37Z,Surat nya dari Brebes bang?
@Kivaraa22,2025-09-26T15:56:32Z,Jingan makanannya gratis tapi biaya RSnya mahal
@stokapip11,2025-09-26T15:54:00Z,Apalah gambil vidio orang 🗿
@mclean9675,2025-09-26T15:52:57Z,"Tapi setidaknya membuka lapangan pekerjaan sebagai masak, walaupun gua heran juga kenapa bisa keracunan, orang katin gua yang ikut masak MBG juga bingung, antara disuruh atau orang yang mencampur makanan kedalam nya, tapi selama ini gua makan aman aman aja cuma gitu kadang ayam goreng hambar kayak digoreng doang ga ada bumbunya 🗿"
@rizalpermana9238,2025-09-26T15:52:31Z,Gw jadi penasaran banget.. ap mungkin bpk Prabowo membuat program MBG agar bisa memancing orang2 kalangan bawah (pihak vendor yang nakal) atau semacamnya agar memberitahu kita bahwa yang doyan korupsi itu bukan pejabatnya aja?
@bangjai6750,2025-09-26T15:49:47Z,Kalau di tempat saya tidak ada mbg
@KSS_4A,2025-09-26T15:49:44Z,kalo mAu mAKananNYa  sEHat Duitnya HaRuS banyaqQ~ <br><br>( Ntar setengahnya ilang duluan 🫥😶‍🌫️ )
@YUSUFALMABRURY212,2025-09-26T15:49:09Z,1 kata.. kontt*lll
@AqilaDwiputri,2025-09-26T15:48:24Z,"Negative thinking aja🗿<br>Mungkin pas pemilu, Presiden kita yang sekarang itu terlalu tua untuk melakukan hal-hal yang (Beresiko Besar), jadi beliau mengandalkan MBG untuk memicu ketertarikan Rakyat nya 😁<br>Tapi ini cuma pemikiran/opini dari saya ya 🙏🏻<br>Sekian Dan Terima Gaji 😌<br><br><br><br>PRABOWO ANJ-"
@ZiadimakiMaki-h4b2c,2025-09-26T15:45:32Z,pokok yg buat program makanan geratis bergizi dari pendidikan geratis😅 udh jelas ketololannya lebih ksih lapangan pekerjaan untuk bapaknya biar keluarganya mkanan bergizi terus. gtu lohh berfikir itu bkn taunya hidupppppl jokowiiii hbis semua di pajakin akibat apbn bolong hasil makanan geratis 171 triliun🪨
@esasakti6878,2025-09-26T15:45:25Z,"bang saya kasih tau ya bang, kalau berbisnis sama pemerintah itu rembus duitnya lama trus belum lagi ada oknum yang minta susuk atau pun seperti ini &quot;sudah telat masih di nego dari harga pokok&quot; misal pokok nya itu 15rb malah ada yang nego 11 rb per porsi"
@aksyakarambia8397,2025-09-26T15:44:41Z,"Gw PKL di servis kulkas, dibelakangnya ada badan gizi gitu yg masak MBG, pas gw liat bahannya kaya bekas gitu njir gak layak pangan"
@jfishing-w36,2025-09-26T15:40:40Z,Ikan hiu enak loh
@cherrylemonade89,2025-09-26T15:40:38Z,Bangga banget kalidawir mentioned
@RayieTV,2025-09-26T15:40:37Z,Indonesia emas❌<br><br>indonesia keracunan✔️
@zurakun8,2025-09-26T15:40:34Z,YA KAN DIKORUPSI KAYA GATAU AJA NEGARA KORUPSI
@ChanelKeren-t4b,2025-09-26T15:40:25Z,Chef aja yang masak pasti tidak ada yang keracunan lagi siswanya disekolah mbgya . pasti tidak dikorupsikan dananya oleh orang yang tidak bertanggung jawab dan tidak jujur.
@mikaapriansyah,2025-09-26T15:40:04Z,Untung gak dapet disekolah gua🗿
@QuenzaArmadena,2025-09-26T15:39:19Z,"mbg itu semakin daerah anda dekat pusat maka makanannya bakal enak seperti yg Abang ini contohkan,agar baik dipandang,kalo jauh dari pusat maka makanannya ala kadar apalagi yg tinggal di pinggiran kota jangan berharap chiken katsu"
@10DaftarSaya,2025-09-26T15:39:16Z,"Mi Gacoan? Di mana bergizinya itu? Waduh parah parah. Mana SPPG nya pede banget posting, seakan-akan itu prestasi."
@derismerah7526,2025-09-26T15:37:58Z,Apa yang bisa diandalkan dari program pemerintah yang terkesan setengah hati ini?? Sebenernya ini salah siapa??
@murniqimora8027,2025-09-26T15:37:23Z,Kalau saya jadi pemerintah pasti saya kasih mbg  paling enak dari pada prabowo
@SiulanMaut,2025-09-26T15:37:14Z,"Yang bilang pasti uang nya di korupsi, makanya makanan nya dikit, <br>Jadi gini, program makanan bergizi kali ini, tidak ada yang korupsi, sudah di katakan oleh pemerintah setempat, dan makanan yang di buat itu, biasa nya, sudah jadi sewaktu subuh, jadi beberapa makanan ada yang sudah pasti basi, dan tidak semua makanan bergizi di buat subuh, biasa nya di buat pagi."
@YT_YANTO,2025-09-26T15:36:27Z,"alhamdulillah gue di ACEH lebih tepat nya aceh besar,kec.montasik.aman aman aja bang☺☺gak ada keracunan,gak basi,layak makan semua.alhamdulillah dengan MBG ini bisa membantu saya dan temen temen saya tidak jajan sembarangan lagi serta dapat menabung uang untuk membeli barang yang kami inginkan.terima kasih pak prabowo,masyarakat yang bayar pajak,dan Terima kasih jugak sama pengurus MBG di aceh sehat sehat semua nya"
@murniqimora8027,2025-09-26T15:35:05Z,Kenapa saya ngomong indonesia cemas ya kebanyakan menterinya korupsi dah itu habisin duit rakyat gak kanya negara lain
@Yukki-Lloyd,2025-09-26T15:34:53Z,"gk heran DPR banyak koruptor, rakyatnya jg korupsi"
@Zynnx45,2025-09-26T15:33:06Z,wkwk sekarang ga boleh merekam atau membuat konten tentang mbg ntar akan di hentikan program nya
@murniqimora8027,2025-09-26T15:32:06Z,Waduh menunjuk indonesia cemas 2045
@ocolzkurniawan4425,2025-09-26T15:32:03Z,Makanan beracun geratis 😂😂😂<br>Ikan hiu caos tomat.. goblogg rasanya seperti jadi iron man 😂😂
@Nada1234-su6op,2025-09-26T15:30:52Z,Mbg<br><br>M:makan<br>B:beracun<br>G:geratis<br><br>Jadi bnr gk?
@reskyramaaa,2025-09-26T15:28:36Z,"ya di korup dong jangan di pertanyakan lagi . kasi racun biar pada meninggal yakan ,biar ga bikin resah"
@zainlsw8223,2025-09-26T15:28:26Z,mbg makan beracun geratis 😂😂😂
@anitajaya8039,2025-09-26T15:26:53Z,Gajadi jadi mbgnya
@AlharamainCarradhitama,2025-09-26T15:24:06Z,"Bro ini menu baru, rica rica megalodon"
@cadisetramadiraizel9161,2025-09-26T15:22:16Z,"Ngakak dibaca Dede inoen, bukan Dede inun"
@yusufsadboy69,2025-09-26T15:21:42Z,Tebak singkatan dari mbg itu apa
@sianjing1588,2025-09-26T15:21:15Z,Semangka gw lebih tipis dari kertas jirr🗿
@rorr-78,2025-09-26T15:20:45Z,"Moga2 gw gk keracunan jir, gw makan mbg tpi dikit🗿"
@SlayerGodOfDeath,2025-09-26T15:20:38Z,DEMO kan dan VIRALKAN
@yudistirasugiatmodjo,2025-09-26T15:18:14Z,mbg itu emang prog bagus tp ...ngerii di ceritain
@SlayerGodOfDeath,2025-09-26T15:16:44Z,"Siap, langsung cari pak prabowo dan kepala MBG , gak lagi cari anggota nya karena gak penting"
@Noverichh,2025-09-26T15:15:35Z,Yg salah bukan sekolah nya tapi dari vendor dapurnya klo porsinyang nya mencurigakan ntah itu ukurannya kecil atau menuh aneh gua pastikan itu dana nya di korup sama vendor dapur
@Minjee-T7,2025-09-26T15:15:28Z,Ikan hiu anjemm kan ada yg lebih baik kek gabus Napa 🦈🤯
@Reigns-Fan,2025-09-26T15:13:11Z,Skolah yang dpet gacoan pasti ngantri toilet😹
@duckyy-5,2025-09-26T15:12:42Z,nyam nyam gw dapet spaghetti bolognese plus anggur 😂
@CahayaDwi-j3b,2025-09-26T15:12:02Z,"Biar ku tebak, dananya dikorupsi 🗿"
@habibiegaming-aFz,2025-09-26T15:11:56Z,Untung gua ga di kasih
@HQulix,2025-09-26T15:10:21Z,1 buah semangka buat 1 sekolah anjir
@someonestillimprove,2025-09-26T15:10:07Z,di pelosok orek dikit di kota pada makan burger 😅
@imyourbae1755,2025-09-26T15:09:47Z,Yg nugget hiu terjadi di tempat aku bng ☝😞
@bangsaptian4184,2025-09-26T15:06:42Z,MAKAN BERACUN GRATIS
@HusNani-c3b,2025-09-26T15:06:25Z,Ada juga yang di nasi nya ada beling😢😢 bayangin kalo itu di makan
@MUHAMMADYURIRIZKY,2025-09-26T15:05:46Z,Mana ntar Senin gwa ad mbg🗿😭
@athaillahhakim7616,2025-09-26T15:05:32Z,gacoan apa bergizinya jir
@AkhmadZakir-er3be,2025-09-26T15:05:11Z,Yaelah di kalteng gk ada mbg khusis nya di dusun tempat tinggal ku 😂
@ramadhanmukhamad6246,2025-09-26T15:03:49Z,"MIRIS, program yang seharusnya bagus buat daerah dan kota kota kecil (tidak termasuk pulau jawa) malah di KORUPSI BERJAMAAH."
@dragobazz,2025-09-26T15:02:45Z,"Gak cuma pelaksana, tapi ada video siswa Ngelooting susu mbg njir. Dari hulu ke hilir udah terstruktur oknum korupsinya😂"
@avrizalryandanu,2025-09-26T15:02:16Z,Negara indonesia yg berlandasan pancasila tapi semakin lama semakin gila pejabatnya.
@obaoba1934,2025-09-26T14:58:52Z,Warga kohona semua di makan ikan lele yng mkn tai aja d mkn ikan tilapia di got di rawa rawa di jadikan menu harian ikan pemakan kotoran ikan gabus yang habitanya di rawa rawa di got di tempat2 yng kotor tetap aja d mkn kek gk ada ikan lain aja kalau di negara gua mah ikan pemakan kotoran kek gini gak laku boss gak lyak di konsumsi makan harus ada standard bukan smua di masukin ke mulut
@akira-mu6cz,2025-09-26T14:55:27Z,Negeri surga korupsi malah di kasih banyak proyek ya mampus lah🤣
@HoTaru69,2025-09-26T14:55:06Z,Bukan program MBG nya yang salah <br>TAPI ORANG2 DI BALIK YG MENGELOLA PROGRAM NYA <br>INI INDONESIA <br>JELAS MASIH BANYAK ANGGARAN YG DI KORUPSI <br>TOLOL EMNG
@HOLIGATIS270,2025-09-26T14:53:56Z,"SPPG talun gacor kang, lenagh dikit melon sengenggem jir"
@JuwiVote,2025-09-26T14:53:26Z,Ralat bang . Bukan untuk dipelosok tpi di kalimantan  selatan cuma di kota² besar kab aja .. pelosok dpt hikmahnya . Gak tau kalo di kota lainnya
@leniamaya8576,2025-09-26T14:53:00Z,Lucu...<br>Mie gacoan... Bergizi
@kingzetve-cn7rr,2025-09-26T14:52:54Z,MBG: MAKAN BERGIZI GRATIS ❌<br>MBG:MAKAN BERACUN GRATIS ✅<br>😂
@meiwulandari8455,2025-09-26T14:50:44Z,Untung sekolah gw gk ad mbg
@PatinoSword,2025-09-26T14:50:31Z,Itu semangka setipis kertas😂
@MonkeydGarp-w2k,2025-09-26T14:49:42Z,Kalo mie gacoan bukan makan bergizi tapi makan bantat gratis
@abdulghoni9620,2025-09-26T14:49:10Z,Ingat yang salah yang masak ya😂 masa yang masak itu pejabat
@muhamadabdurrozaqrozaq7020,2025-09-26T14:49:04Z,aneh sih ssma orng yg nyalahin prabowo
@AchmadBachtiarRachman,2025-09-26T14:48:19Z,Stop makan bergizi gratis dan turunkan prabowo
@kevin13-s7h,2025-09-26T14:47:19Z,Perlu di periksa tuh yg bermitra dgn pemerintah terkait dapur MBG
@rembangku2174,2025-09-26T14:43:48Z,Penjabat nya bilang tergantung pilot bos
@temankucing1412,2025-09-26T14:42:16Z,Pasti ada campur tangan agent CIA yg menyusup.
@misaelwijaya7590,2025-09-26T14:39:55Z,"MBG mah kan cuman yang punya lahan kosong terus jadi deh MBG ,yang masak ya bebas yah nyuci ya bebas tapi mereka masuknya PNS ,kenapa gua tau karna temennya temen gua nawarin jadi MBG ,dan ada temen gua sendiri yang kerja di MBG . Jadi ya sudah lah wkwk"
@rianz1,2025-09-26T14:39:55Z,"menurut gw sih ya antara di korupsi dananya atau dari pihak vendor pengen untung banyak dengan cara nipis budget dengan cara pake bahan bahan asal yang penting murah banget,dan vendor tersebut miliki keuntungan yang tinggi,ya intinya mah harus di usut itu,dari pihak vendornya kok bisa sampe keracunan,ade gw di sekolah dapet MBG tapi gak kenapa napa sampe sekarang Alhamdulillah"
@nawawi_9655,2025-09-26T14:39:46Z,"Programm yg harus banyak kontra nya, banyak keracunan, porsi makanan ngak masuk akal, harus di stop dan diganti dengan pendidikan dan fasiltas gratiss lebih masuk akal"
@alasmy9418,2025-09-26T14:39:45Z,Aku bentar lagi dapat mbg kalok keracunan tinggal pergi kelinik sebelah sekolah
@Naja_natvio_06Eaa,2025-09-26T14:39:35Z,Bang di skl aku ada uket di terong
@Hikikomori_hehe,2025-09-26T14:39:19Z,"gw liat MBG ada yang menu nya itu spageti/burger, MBG kan makan bergizi gratis, kalo menunya junk food dari mana gizinya"
@terrencetan5222,2025-09-26T14:39:12Z,Itu semangka atau duit rakyat yang uang nya di korupsi😂😂😂
@merialim5806,2025-09-26T14:38:14Z,MBG = MAKANAN BERACUN GRATIS
@lieska21,2025-09-26T14:38:08Z,"iya betul, anggaran yang dikirimkan oleh BGN kepada yayasan/perwakilan yayasan tiap masing-masing SPPG ditilep dalam harga bahan baku yang dimarkup tinggi. bahkan ada beberapa yayasan yang menyediakan suplay bahan baku dengan kualitas yg minim. sudah kualitas bahan jelek namun harga bahan baku tinggi"
@mightyegg9894,2025-09-26T14:36:53Z,Tulungagung absen guys wkwkwk 🤘
@dragcellio,2025-09-26T14:35:42Z,jadi gambar legend nggak tuh(BACKGROUND NYA) 😂<br>CHUM&#39;S BUCKET ❌<br>🅳🅰🅿🆄🆁<br>🅼🅱🅶 ✅
@oneiraone1,2025-09-26T14:32:54Z,"Indonesia itu besar mana juga mampu ngawasin semuanya,pastinya ada oknum yang bermain.emang dari DNA nya udah tikus,yg atas bermain yg bawah bermain tingal nggu hancur,mending kasi org tua nya yang dibekali dah dari rumah,tingal transfaran aja berapa kasi kalau kurang ya gebukin org yang ngasi pesuruhnya pasti"
@ShahiraIndri,2025-09-26T14:31:35Z,MBG: MAKAN SIANG GRATIS❌️❌️❌️<br>MBG: Makan beracun gratis✅️✅️✅️
@AndiKaryadi-m2o,2025-09-26T14:30:59Z,Definisi MBG alias makan beracun gratis 😅
@HaicalZenoaar,2025-09-26T14:30:05Z,"Kalo udh kayak gini pasti yg disalahin pak prabowo, padahal mah pak prabowo cuma ngasih dana, sisanya di kembalikan oleh gubernur dll"
@masdann-96,2025-09-26T14:29:53Z,&quot;Ikan hiu saus tomat&quot;<br>Pantun ❌<br>Resep ✅
@BLRicoo1,2025-09-26T14:27:20Z,Tapi mie gacoan GK sehat bg
@melindazahra774,2025-09-26T14:26:49Z,😂😂😂semangkanya tipis banget keterlaluan
@dutacekrung7047,2025-09-26T14:23:11Z,semangka 1 buang di potong 10ribu bagian
@Doom-rise,2025-09-26T14:21:18Z,Semoga besok Senin pas ada mbg di sekolah gw semoga gw dkk selamat 🗿
@randiajha384,2025-09-26T14:21:02Z,Karna sppg yang lain udah di korup Ampe hampir habis dana nya jadi gak heran kalau menunya aneh dan basi
@domynicjulian7074,2025-09-26T14:20:52Z,Lahan basah
@miftakhulraihansah1819,2025-09-26T14:20:30Z,"Aku coblos Prabowo pemilu kemarin, dengan alasan program MBG, jujur aja. Dengan harapan gizi anak2 terpenuhi, mengurangi stunting, bisa menciptakan generasi emas. Di UK dijalankan dgn baik, ternyata program ini dijalankan dengan buruk di Indonesia, dampaknya ya membuka peluang korupsi, ada juga anak yg keracunan, lha itu ahli gizi di setiap tempat itu pada makan gaji buta apa gimana, bener kerja ga, ada beberapa yg ngaku ahli, dan mereka bahkan tidak tau apa itu HACCP, standart kebersihan dalam pengolahan makanan, itu wajib diketahui. Aku rakyat biasa, bukan juga chef aja mendalami itu sampai detail, masih ada buku catatanku kalau mau lihat."
@nicochristian,2025-09-26T14:20:18Z,semangka mini 😂
@FansEjenAliMonkart,2025-09-26T14:20:05Z,Swasta gak dapet bang?
@Puja_kerang_Ajaib,2025-09-26T14:18:07Z,PERCOBAAN PEMBUNUHAN GENERASI BERKEDOK BERGIZI GRATIS 😂😅<br>Ps. Semangkanya potong pajak 🥱
@SyahrulF967,2025-09-26T14:17:01Z,Kakean di korupsi
@airlanggadeva1827,2025-09-26T14:16:51Z,NGAB BOWO INGIN MERACUNI ANAK KALIAN DASAR INDO BODOH 😂❤
@FikriJamilMuawad,2025-09-26T14:16:40Z,Tadi disekolah gua dapet mbg makan sama burger 😊
@Rellonceha,2025-09-26T14:16:11Z,dikorupsi
@muhamadali1015,2025-09-26T14:15:56Z,"Reformasi polisi dulu, ntar suruh mrk ngawal!!"
@Itz_Kayla-Desu,2025-09-26T14:14:19Z,Gw pengen dong nanti mbg gw ada ikan tuna marlin
@dianmandalia90,2025-09-26T14:13:46Z,Tebak uang nya masuk ke mana Yap di korupsi
@RayanAl-f6y,2025-09-26T14:12:53Z,lah gue tadi pagi temen gua strawberinya ada banyak belatung
@FADLANANDHASBI,2025-09-26T14:12:34Z,MBG ITU TEMPAT MAKANNYA MENGANDUNG MINYAK BABI
@YTAAN-ANIMATION,2025-09-26T14:12:01Z,Yang gk keracunan:😋😋<br>Yang keracunan: umaak mati gua 💀
@aldigggeming9346,2025-09-26T14:11:55Z,Itu sama aja Lepas tanggung jawab anjir Udah mengerti siswa nggak bertanggung jawab lagi
@AlvianVian-o9o,2025-09-26T14:11:30Z,Bau-bau tikus berdasi
@snjc1195,2025-09-26T14:11:02Z,iPhone 17 kalah tipis sama semangka 😂
@fhmyajah,2025-09-26T14:10:06Z,Buset sampe di kasih ikan hiu goreng ga sekalian di kasih paus goreng😂
@fafaganfataganbhowtie50,2025-09-26T14:10:02Z,Mie gacoan juga gak bergizi. Itu kategori Junk Food😂😂😂
@KenzifelikSipahutar,2025-09-26T14:09:16Z,Kalianlah daging megalodon gratis😂😂
@kgijaya,2025-09-26T14:08:44Z,Makan berjamaah gratis
@LinaAndini-f9y,2025-09-26T14:08:14Z,Untung di tempat saya di lombok barat bagus 😢
@Infobiru,2025-09-26T14:08:06Z,"Betul sebenarnya program bagus² aja bahkan bisa menciptakan lapangan pekerjaan, cuma SDM indo itu goblok² tol*l gk mau majuin negara gk amanah korup"
@screamshoot-v1w,2025-09-26T14:07:51Z,"Yg gtw,ini oligarki yg g seneng prabowo naik jadi presiden,intinya ini kudeta minimalis para pemegang tender yg katanya dikuasai kebanyakan TNI/polri yg gtw jgn asal bicara. Tolong pin komen gw ini,biar pada melek"
@sugarplum420,2025-09-26T14:06:51Z,"Tapi tapi sekalinya bner higienis ga bergizi😂😂😂. Sejak kapan mi gacoan, katsu itu bergizi?"
@DewiKholiza-i1f,2025-09-26T14:05:52Z,Lah dinasi gua pernah ada kaca jirr
@Ridho-q2u,2025-09-26T14:05:15Z,Lah Di sekolahan gua gak dapet
@ihsanahmad1525,2025-09-26T14:03:00Z,"Kirain MBG itu di kelola sekolah, dan dibagi2 ke pengelola kantin oleh sekolah masing2. Mksdnya kalo siswa ada 1000 ya di bagi ke 2 atau 3 vendor gitu biar masak2nya ganti2 hari gitu.., kalo cuma 1000 paket mah masih aman itu dari resiko basi, keracunan atau lain2. Lagipula lumayan kan lasih usaha buat umkm sekitar.<br><br>Tapi kalo 1 dapur kelola ribuan paket plus masak tiap hari pula ya pantes lah QC nya gak ke kontrol. Plus tuh dapur yg punya pejabat njir. Khas konoha bgt"
@KhoirulIrfan,2025-09-26T14:01:59Z,"janggal banget sih, kalau basi kan kecium baunya dan ga enak juga pas lidah, nahh ini kasus keracunan pasti makanannya kerasa normal"
@mannnnn31,2025-09-26T14:01:59Z,Di kasih suntikan dana ehhh bukanya di gunain sebaik mungkin buat nambah gizi generasi emas ehh malah ngeracunin goblok emang
@marriadiindrachannel02,2025-09-26T14:01:53Z,Aduhai semangka nya Bentuknya SeicriT😂🎉
@AfkarTolol,2025-09-26T14:01:53Z,Bang di sekolah IT dapet juga terus lebih enak😋
@Hamparayart01,2025-09-26T14:01:29Z,Kami dapat mbh makan bareng halu T_T
@radesta.ivan47,2025-09-26T14:01:22Z,Indonesia punah 2100 ✔️
@ansharanshari7128,2025-09-26T14:00:48Z,Biasa lah biaya nya di korupsi 😂
@herrypota,2025-09-26T14:00:48Z,"Mie gacoan emang bergizi dr mana.. berger fast food,hiu goreng tau ach .aneh"
@MeOnly-1,2025-09-26T13:59:33Z,apakah mie gacoan bergizi? 😅
@hafidznursalam9477,2025-09-26T13:59:19Z,Bersyukur saja di daerah saya (sumbar) gk ada MBG beracun (kalo ada)
@Achmadhilmimubarok,2025-09-26T13:59:16Z,Lama kelamaan gua bakalan ngejajah Indonesia ini Indonesia gak adil
@khoirulanamoffspring5620,2025-09-26T13:59:10Z,Alhamdulillah daerah Tulungagung banyak vendor yang amanah😀harusnya lebih diketatin lagi biar ga terjadi kasus&quot; serupa
@RAIDER_RANGER,2025-09-26T13:59:03Z,Eh itu aku yg bilangin makan beracun gratis😮 kan itu gw di video sebelumnya😂😂
@dunimaya,2025-09-26T13:59:03Z,Di sekolah gua dapet sepageti ayam katsu burger sama mie gacoan
@Fantasia5tory,2025-09-26T13:58:50Z,Tipis banget cok semangkanya 😭
@D0KSILM3M3,2025-09-26T13:57:52Z,"Korupsilah , alamak duit nih, bodoh amat sama anak orang yang keracunan , itulah kata-kata penyelenggara MBG"
@jagonyaayah2640,2025-09-26T13:57:33Z,di sekolahan ku udah ada keatring/makan dari sekolahan ku
@telatmainshow2665,2025-09-26T13:57:25Z,Yang bagus itu kata dr. Tan yang ada di Kecamatan Bener Purworejo min. Bahkan yang mie gacoan juga ttp dikritik kok.
@MuhammadRaffi-r1u,2025-09-26T13:55:59Z,Kalo kamu makan siang gratis jangn di makan ya biar aman
@nomero_kontolo_cat,2025-09-26T13:55:03Z,Itu semangka apa kertas🗿🗿
@pashterzomad5615,2025-09-26T13:54:41Z,"Iya pastinya bang , korupsi itu ga perlu Mandang jabatan asal ada kesempatan iya Ambil aja"
@The_Tigreal_1,2025-09-26T13:54:04Z,Di gw sayurnya cuma tumis wortel buncis anjing² tiap hari loh🗿
@gondrongsans,2025-09-26T13:52:12Z,"Sebenernya simpel, yg harus disalahkan adalah vendor catring yg membuat siswa keracunan"
@Laptop_SieUnyieL,2025-09-26T13:52:07Z,Iya bang<br>Ditempat gue juga bibit&quot; koruptor nya bibit unggul<br>Kita sebagai karyawan merasa didiskriminasi terutama tim gue sendiri
@sulastrisuherman7507,2025-09-26T13:49:55Z,makan bergizi gratis ❌<br>Makanan busuk gratis✔️
@NetizenTampan,2025-09-26T13:49:49Z,Prabowo lansia
@IsmiNafingah,2025-09-26T13:49:40Z,yey aku mau mbg tapi aku jangan makan duluan aku aku nungguin dulu kalo ada yang keracunan baru aku buang😅😅🤟🙃🙏
@FirmanRizky-s9m6w,2025-09-26T13:49:14Z,.
@MamahArul-t1h,2025-09-26T13:48:59Z,tapi gua suka hiu ko😂
@YusufUdin-u7v,2025-09-26T13:48:43Z,Kasih kisame aja  wkwkwkwk
@s5saber_roam,2025-09-26T13:47:22Z,Dawg itu semangka apa kertas bjir💀
@sunitasuradilaga3792,2025-09-26T13:46:56Z,Ditempat sepupuku diketapang ada keracunan MBG😢😢😢
@ayrahumayra-m6e,2025-09-26T13:46:55Z,Sumpah gua hampir keracucanan.jadi ceritanya pas mau ambil MBG tiba-tiba bu Wit guru aku bilang gini ANAK ANAK NANTI GAUSAH AMBIL MBG SOALNYA MIE NYA BASI.terus satu kelas langsung kaget.jadinya gak makan MBG.btw MBG itu singkatan dari MAKANAN BASI GRATIS ya?
@hadiastro302,2025-09-26T13:45:57Z,Itu semangka apa kertas buffalo anjiiir? 😢<br>Miris banget cok 😢
@askinggamer6981,2025-09-26T13:45:37Z,"Makan beracun gratis<br>Sumpah tidak ada bagus-bagusnya program ini, blunder besar prabowo membuka ladang korupsi.<br>Tinggal menunggu waktu saja sampai ada yang mininggoy itu siswa."
@okesoon,2025-09-26T13:44:42Z,"di daerah saya aman aman aja kok,mungkin yg megang kuasa seperti anti Prabowo<br>menu daerah saya soalnya pake keju,susu kotak,roti,dll <br>tidak ada menu yg masak sendiri"
@skzyuzu13,2025-09-26T13:44:42Z,Aku sangat setuju kalo setiap divisi di mbg di kontenin dan mereka juga pasti bisa dapet uang dari view
@rafialfair3401,2025-09-26T13:43:28Z,Bukannya gratis tapi bayar pake pajak
@ShiinNouzen,2025-09-26T13:42:45Z,Yang salah itu vendornya. Vendornya yang harus dihukum dan dipenjarakan
@RafliiiNL,2025-09-26T13:42:42Z,Indonesia emas begini? 😂😂 geli gua dengernya. Program bagus malah begini jadinya
@NengEtih-lu7ij,2025-09-26T13:41:08Z,"Presiden Prabowo mesti turun tangan jika seperti itu, karena ini program presiden, jika seperti sama aja program MBG seperti membunuh rakyat secara halus biar tidak ada generasi mudanya."
