author,published_at,text
@RAMDANI-GANTENG-SEDUNIA,2025-09-26T13:40:58Z,mie gacoan;-;<br><br>sejak kapan woy mie gacoan itu bergizi
@fairulalhafiz7290,2025-09-26T13:40:22Z,Untuk aku enak tadi dapet pecel lele sama nasi uduk + sambel
@Abyan-x9i8v,2025-09-26T13:39:39Z,Anak2 yg keracunan pasti terbang dan ngomong<br><br>&quot;Rasakanlah rasa sakit<br><br>Pikirkanlah rasa sakit<br><br>Terimalah rasa sakit<br><br>Kenalilah rasa sakit<br><br>Dia yang tidak tahu rasa sakit Mampu <br>Untuk memahami tempat yang sebenarnya<br><br>Dunia ini harus mengetahui rasa sakit&quot; dan setelah itu seluruh org yg ngeracunin anak org dan ga mau tanggung jawab hilang ga tau kemana
@PGT-PROGAMINGTEA,2025-09-26T13:38:50Z,WEH ITU BENERAN IKAN HIU GORENG GA SIH?!?!?! GW GA SENGAJA MAKAN ITU JIR😅!!!
@Desnezy,2025-09-26T13:38:49Z,Ikan hiu saus tomat keracunan lah gblk😂
@Wafa-f4l1p,2025-09-26T13:38:05Z,Lah gw makan ikan hiu kok biasa aja malah ensk
@vanesh_ajaa085,2025-09-26T13:38:01Z,"Tante aku kerja di MBG (adek ayah aku)<br>Tapi mewahhhh bangettt, anggur nya aja gedee &amp; berkualitas <br>Makanannya enakkk<br>Ayam katsu nya gak keras beda sama ayam katsu MBG yang aku makan kerass bgtt<br>Menu nya aja mayann banyakk cikkk"
@GladionWD,2025-09-26T13:37:43Z,Makan paksa 😂
@DevonaBernessa,2025-09-26T13:35:38Z,Bro senin gw di kasik MBG😭😭😭😭😭😭😭😭😭<br>Ebit:gw takut😭😭😭😭
@AdamFirmansyah-k4s,2025-09-26T13:35:16Z,Disekolah ku mbh hanyalah mitos<br>Tapi aku bersyukur<br>Makan bergizi gratis❎<br>Makan berujung gawat✅
@GilangLazuardi-k3k,2025-09-26T13:34:19Z,P aku dari kalidawir
@RaffasyaArfan-qs9yx,2025-09-26T13:33:54Z,Di sini belum ada yang keracunan
@Putriraihana-o6q,2025-09-26T13:33:49Z,Wahhk ikan hiu hk tuh😅
@JoniRebok,2025-09-26T13:33:26Z,Menunggu dede inun dan tanboy kun kolap mukbang makan beracun gratis😂
@Dove26XWolf,2025-09-26T13:32:21Z,"Ya dikorupsi, apalagi kalo bukan"
@Amir-z7n3s,2025-09-26T13:31:16Z,Semangka kikir 🤬
@Aisyah-z4h9q,2025-09-26T13:30:45Z,aku dapet mbg tapi ayam nya nggak masak se habis itu juga kmrn telur nya busuk nyeget banget bau nya
@Mikukawaiii-r31,2025-09-26T13:30:27Z,Itu semangkanya meleot banget woi lah😭😭
@anangmaruf6714,2025-09-26T13:29:55Z,Lebay aja muridnya
@AYAM_Y14,2025-09-26T13:29:35Z,"Di tempat gw juga ada kasus bang, kasus nya tiap makanan masuk ke kelas susu kotak nya di maling anomali"
@richachanare,2025-09-26T13:29:26Z,1 cara buang di depan petugas nya langsung! Ini namanya pembunuhan
@FtfyuZe,2025-09-26T13:28:29Z,waduh semangka nya sama lagi kaya di sekolah aku😂
@kangsamli3194,2025-09-26T13:28:28Z,Program bagus dieksekusi orang yang tidak tepat🗿... Perlu di install ulang ni otaknya oknum oknum ini
@kinoweeh_zhii,2025-09-26T13:28:25Z,"Jirr,disekolah ku semangka gak tipis malaham tebal dan merah bangeet🗿<br>Kebanykan disekolah ku pada gak keracun,yang daerah lain kenak racun,mogaa kaliaan sehaat yaaa😭"
@Ririn93FWR,2025-09-26T13:27:56Z,Di sekolah ku berhasil wkwk<br>(sekolah ku dapet MBG sebelum ada kasus keracunan)
@AchmadChusaini-og2oo,2025-09-26T13:27:09Z,"Tp di daerah saya sukorame kab lamongan alhamdulilah... menurut saya kok bagus yach, lumayan tuk mbantu uang saku anak saya. Tp sya gk tahu Mbg klo di daerah lain, seandainya Mbg buruk itu terjadi di tempat saya mngkin udah di demo rame2."
@GeradFahri,2025-09-26T13:26:57Z,Vendor nya bang
@UniversitasJaya,2025-09-26T13:26:53Z,Mbg and mtb<br> Makana beracun gratis<br> Makanan basi gratis <br>  Mtb<br>Makana tidak bergizi
@Maxfirex.,2025-09-26T13:26:45Z,"Awokawok liat semangka nya awal nya biasa aja pas udah liat samping, ya ampun 😂<br>Entah berapa yg mereka korupsi dari anggaran semangka tersebut"
@azharwillson821,2025-09-26T13:26:38Z,TUJUAN NYA SIH BAIK PROGRAM NYA PRABAWO TAPI VENDOR LAPANGAN KEYA KONTOLODON
@icybear0,2025-09-26T13:25:43Z,Hiu goreng awokawok😂
@Reixwsh,2025-09-26T13:24:18Z,"Intinya kalo vendor nya ga dong0, makanannya pasti enak2 jir.. Udh digaji bukannya bener kerja malah nyusahin rakyat"
@Sanrio921,2025-09-26T13:22:45Z,ternyata spam indomie tidak terlalu buruk 😂
@FausiTriHastari,2025-09-26T13:22:24Z,"Apasih yg GK aneh2 d Indonesia, GK aneh. GK Indonesia"
@firman3129,2025-09-26T13:22:16Z,"Fun fact, ada orang2 yang punya kuasa di kursi ahli gizi itu backgroundnya bukan ahli gizi, cuma dpet kursi"
@Curse-of-cinder,2025-09-26T13:22:04Z,Itu semangka apa tisu tipis amat😂
@RitaSugiarti-i9j,2025-09-26T13:21:31Z,Mbg chum milik Prabowo
@opowaech3851,2025-09-26T13:21:24Z,"Aku gak mau berburuk sangka dulu ke pemerintah, aku mau berburuk sangka ke pengelolanya di tiap daerah bagaimana"
@RitaSugiarti-i9j,2025-09-26T13:20:58Z,Bang mbg=chum
@martinusbudianto2009,2025-09-26T13:20:49Z,"SPPG = BAGI BAGI DUIT, DPR DPRD PEMKOT CAMAT LURAH 😂😂😂😂"
@FannImpact,2025-09-26T13:20:35Z,lah gua makan ikan hiu enak enak aja tu
@gunturanggoro6565,2025-09-26T13:19:33Z,Well well well kementrian Agama
@Tam_JackBa,2025-09-26T13:19:29Z,"500 murid × 15.000 = 7.500.000 (satu hari) <br>7.500.000-2.500.000 (jasa masak buat 5 orang) = 5.000.000<br>5.000.000-200.00 transportasi= 4.800.000<br><br>25.000×5 (beli gas) =100.000<br>4.800.000-100.000= 4.700.00<br>Beras 10kg harganya 110.000 <br>Mungkin butuh 50kg lah kita banyakin 🗿= 550.000<br>4.700.000 -550.000 =4.150.000<br>Ini sisa segini masih banyak 🗿, tinggal beli sayuran, bumbu, lauk. Apa alasan ayam? Ayam mahal? 1 kg 26rb wokk. Kagak mungkin satu bocah makan 1 kg ayam 🗿"
@Xpjizz,2025-09-26T13:19:21Z,Miris gw liat nya apalagi liat semangka nya jir ke bukan semangka ukuranya kayak kertas 🗿tipis bet wak
@Tiungki,2025-09-26T13:18:32Z,Migacoan? stres dari mana gizi gratis nya😂😂😂
@DikkySumiarsa,2025-09-26T13:18:06Z,Makan bergizi gratis❌<br>Makan babi gratis✔️
@Valzz.19,2025-09-26T13:18:05Z,"ternyata gw harus bersyukur MBG di tempat gw tetep enak, sehat dan ga beracun+menunya ga aneh aneh"
@MuhammadZaid-r2t,2025-09-26T13:18:04Z,"Udahlah, nggak perlu mbg dari pada keracunan ya kan"
@killuaaah,2025-09-26T13:17:51Z,Untung bulum dapet mbg 🤭
@IrfanR,2025-09-26T13:17:40Z,makan gratis*<br><br>*bergizi optional
@mujayadi9918,2025-09-26T13:16:59Z,Mbg =makan beracun goblok
@RikaiFuhakutsu,2025-09-26T13:16:57Z,Hiu goreng? Bukankah daging Hiu itu memang ada yg jual? Denger2 sihh anak hiu 🤔
@BillyHanan,2025-09-26T13:16:11Z,Gw kena juga tuh keracunannya
@PkyKalteng-d5c,2025-09-26T13:15:54Z,Miris buah cuci mulut aja sampai setipis kertas
@RikaiFuhakutsu,2025-09-26T13:15:52Z,"Denger2 ada dalil yg katanya &quot;Segala macam hewan laut itu halal untuk dimakan&quot;, tapi hewan laut beracun jelas haram lahh"
@Jaranginstastory_,2025-09-26T13:14:57Z,Dananya pasti sudah di korupsi
@GathanBoo,2025-09-26T13:14:43Z,Mbg makan beracun gratis
@ohmazio-d7u,2025-09-26T13:14:43Z,Hiu goreng🦈💀
@marsianaok798,2025-09-26T13:14:06Z,MBG=Makan Berkontol Gratis😂😂
@raynaldo.s8192,2025-09-26T13:13:54Z,Loh kok anying gitu 😂
@apt.Amichennn,2025-09-26T13:13:51Z,Padahal hiu enak 🤤 Rica Rica megalodon 🤤🤣
@Ard_Star_glitch,2025-09-26T13:13:29Z,Hiunya tidak berbahaya tapi setelah aku<br>Cari cari ternyata hiunya tercampur merkuri<br>Entah ini benar atau tidak      tapi kalok salah maaf😅
@syinad_official123,2025-09-26T13:12:49Z,kesabaran setipis tisu ❌<br>semangka setipis tisu ✅
@danielsinaga1849,2025-09-26T13:12:44Z,Makan beracun gratis 🗿
@rinialafsari6194,2025-09-26T13:12:31Z,Untung saya tidak suka
@herisuyana533,2025-09-26T13:11:25Z,Bukan mbg nya yg salah memang oknum yng banyak korupsi😂
@Iqbalsaputra-ok8yn,2025-09-26T13:10:27Z,Ya tuhan semoga di sekolah ku tidak terjadi hal-hal seperti itu
@FadlanBro,2025-09-26T13:10:05Z,"emng gitu cara nya BG di potong uang bergizi nya untuk dia .yahh semacam di korup dikit,termasuk di skolah gw BG mbg kan harus nya ada susu nah di skola gua ga ada susu nya bjir hanya nasi tempe ayam sayur doang itu pun sayurnya ga berkuah.jadi di sekolah kita itu harus beli minum sendiri BG.tapikan di korup dikit kan bahaya bisa bisa nanti besar nntinya"
@khanafimukmih3703,2025-09-26T13:09:37Z,Gw ampe perutnya sakittttttt😢
@dandiramadhan11,2025-09-26T13:09:23Z,Semangka setipis kartu atm😅
@wanfah4178,2025-09-26T13:08:38Z,Mana dari 8.583 dapur MBG cuma 34 dapur yg bersertifikat higienis😂
@Timbul5462,2025-09-26T13:08:22Z,Di gua ada yang dapet menu MBG jeruk yang isinya ulet untung gak kemakan sama temanku
@mancinglah26,2025-09-26T13:06:47Z,Programnya bagus cuma kurang pengawasan aja
@LanggzKroco,2025-09-26T13:06:38Z,"aing blom dpt mbg,diledekin temen gw lagi"
@PirloNdiwa-uy9lj,2025-09-26T13:06:38Z,Untung pas gw udh lulus bru muncul ni program😂
@pluto.citizens,2025-09-26T13:06:28Z,ngadain progam (niatnya udah bagus) tapi si bro lupa klo ini di Indonesia 🤣<br><br>kuota haji aja di korup anying apalagi cuma progam makan&quot;..... awokwawkok sattt miriss😹
@lowenagario6401,2025-09-26T13:06:19Z,Bang kapan season animee
@yes-lv4qy,2025-09-26T13:06:11Z,Apakah ini bisa disebut pembantaian massal
@lubu1828,2025-09-26T13:06:11Z,"yang waras pake SPPG, yang keracunan pake AI gratisan kali resepnya"
@ipanmartinez8599,2025-09-26T13:05:52Z,Semangka rasa tisu 😂
@judulcerita,2025-09-26T13:05:48Z,"Bang gua mah bulan depan dapet mbg nya soal nya aku sekolah nya di layungsari 1, gua juga takut keracunan bang😢😢"
@RadenHayi,2025-09-26T13:05:09Z,Ompreng mbg nya juga pake minyak babi jir 🗿
@ThiLinhDuong-z5l,2025-09-26T13:04:52Z,sesuai dengan ekspektasinya 𝐒𝐆𝐈𝟖𝟖! ❤
@KimQuyenHuynh-z4n,2025-09-26T13:04:51Z,"Berkat 👑𝐒𝐆𝐈𝟖𝟖👑saya berubah, dari penjual asongan jadi pemilik toko modern."
@ThiLanLe-n8u,2025-09-26T13:04:51Z,MENYALA 🥇𝐒𝐆𝐈𝟖𝟖🏆  menawarkan tim dukungan yang responsif dan bermanfaat.
@TanHaDuong-n7k,2025-09-26T13:04:51Z,"Aku nggak percaya, langsung coba dan menang besar di  💎𝐒𝐆𝐈𝟖𝟖💎"
@HuuLinhDo-m2d,2025-09-26T13:04:49Z,Rezeki dari 👑𝐒𝐆𝐈𝟖𝟖👑 bikin senyum lebar hari ini. Terima kasih banyak!
@DucGiangVo-r7k,2025-09-26T13:04:47Z,"Harapan saya cuman di🥇𝐒𝐆𝐈𝟖𝟖🏆membuat saya bertransformasi, dari pengantar surat jadi manajer."
@PhuocHaTran-k7z,2025-09-26T13:04:47Z,Rezeki dari 👑𝐒𝐆𝐈𝟖𝟖👑 bikin senyum lebar hari ini. Terima kasih banyak!
@fandiseppomitha,2025-09-26T13:04:47Z,"Korupsi itu bukan hanya karena niat,tp juga karena adanya kesempatan...<br>Sadarlah sadarlah..."
@TanNamDuong-h1l,2025-09-26T13:04:46Z,Keuntungan di  💎𝐒𝐆𝐈𝟖𝟖💎 memungkinkan saya merealisasikan impian beli rumah.
@KimTuanNguyen-y9i,2025-09-26T13:04:45Z,Inilah 🤖𝐒𝐆𝐈𝟖𝟖🤖selalu jadi obrolan seru sama temen-temen
@DucHoaNgo-v9g,2025-09-26T13:04:45Z,Waw ada ada aja di kasih menang terus main di🥇𝐒𝐆𝐈𝟖𝟖🏆
@BaoLanDuong-r9x,2025-09-26T13:04:44Z,brewok teman saya main di  🤖𝐒𝐆𝐈𝟖𝟖🤖 mudah banget perkalian gede nya turun!
@NgoChi887Pham85-f,2025-09-26T13:04:43Z,"Terbaik bulan ini 𝐒𝐆𝐈𝟖𝟖, mantep banget 🎉🎉"
@ThiAnHuynh-e8h,2025-09-26T13:04:43Z,Inilah 🤖𝐒𝐆𝐈𝟖𝟖🤖selalu jadi obrolan seru sama temen-temen
@ThanhTuanVu-b6m,2025-09-26T13:04:41Z,ngramal2 ternyata benar di 🤖𝐒𝐆𝐈𝟖𝟖🤖Gampang Maxwin!
@KimYenNguyen-b9d,2025-09-26T13:04:40Z,"Hiburan pas lagi jenuh, plus bonus dari👑𝐒𝐆𝐈𝟖𝟖👑"
@kyara.mv33,2025-09-26T13:03:53Z,Ya iyalah orang ketua BGN nya aja ahli serangga😂gimana ga keracunan
@childe6963,2025-09-26T13:03:45Z,"Anjayy kalidawir, desa sebelahku tuh"
@knksnnenlpsls,2025-09-26T13:03:03Z,"orang² nya masih kaya gini, gimana mau maju, hanturin aja ni negara, biar mati orang2 nya"
@MC-go6hu,2025-09-26T13:02:29Z,Emang mie gacoan termasuk &quot;makanan bergizi&quot; ya? (Bertanya dengan nada penasaran)
@al_hijrah445,2025-09-26T13:02:25Z,bagus nya prasmanan aja.klo bikin mbg
@Sdy_Design,2025-09-26T13:02:24Z,Jadi curiga kalo sebenernya MBG yang beracun itu dibuat nya di Chum Bucket sama plankton yang ngebuatnya 🗿🗿🗿
@PLER776,2025-09-26T13:02:15Z,"Mwnding padang🗿, 13k nasi ngambil sendiri + es teh, 15k klo ama parkir"
@tempegoreng3n4k,2025-09-26T13:01:39Z,Di sekolah gw SMPN 1 suboh enak-enak menunya jir😋
@Reyy-w1l,2025-09-26T13:01:29Z,semangka sekali makan🗿
@bondz5932,2025-09-26T13:00:30Z,Idenya emang bagus. Yang jelek itu eksekusi dan pengawasannya.
@1PR_OFFICIAL,2025-09-26T13:00:15Z,gw malah steak anying
@flowwnime,2025-09-26T12:59:53Z,Gua mah MBG (MAKAN BERGIZI GOJEK) bang
@Neutrofil-l4w,2025-09-26T12:59:36Z,"di gua semangka nya aman loh, bahkan dapet double + gede, dan sejauh ini gua belum menemukan tanda-tanda makanan MBG yang gua ambil yang sudah busuk atau ada belatung lah"
@NandanaAzka-x4o,2025-09-26T12:59:07Z,Katanya gratis iya iya sih gratis kan ada belatung
@phiphos,2025-09-26T12:58:57Z,"hold up, mie gacoan bergizi? udah dikasih himbauan untuk menggunakan komoditi daerah asal makanan daerah asal juga masih aja westernisasi, gandum gandum gandum. negara kita penghasil gandum apa? logic😅"
@AawFarhan,2025-09-26T12:58:50Z,Ganti sama duit bg
@shahidalatib22shahidalatib9,2025-09-26T12:58:10Z,Lol baru ada sih
@FannyAdityafauzan,2025-09-26T12:57:29Z,Ada yg beri makanan lauk tapi lauk nya ikan hiu 😑
@MarjukiJuki-m1y,2025-09-26T12:56:51Z,Alhamdulillah di skolah ku lauk nya lebih enak dari pada lauk di rumahku😅
@jovitaambar-ii7sp,2025-09-26T12:56:14Z,Makan bergizi gratis ❌<br>Makan beracun gratis ✅<br><br>Indonesia emas 2025❌<br>Indonesia gobl*k 2052✅
@RakDik_ch,2025-09-26T12:56:04Z,Emangnya Gacoan itu bergizi?
@Marcelino-35C,2025-09-26T12:55:55Z,Anjayyy ada dede kunaon anying
@BEATO_mlbb,2025-09-26T12:55:51Z,"Kita masih dalam tahap berkembang, kita berharap saja supaya bisa jadi lebih baik"
@ElyaEster,2025-09-26T12:55:43Z,Heh MBG gw Senin Selasa Rabu basii 🥲
@sekedarbelajar,2025-09-26T12:55:16Z,"Yap, di satu sisi nambah lapangan kerja, di sisi lain nambah ladang koruptor 😢"
@A.C.L,2025-09-26T12:54:04Z,Termasuk percobaan pembunuhan ga si🗿
@ravens3427,2025-09-26T12:53:25Z,"Masuk kantong pelaksana jelas, tidak mungkin tidak 😈😈"
@immanuelliwusan8510,2025-09-26T12:51:36Z,Jadi setuju kalau Pemerintah Indonesia membuat rakyat nya di permudah masuk Sugra 💀🥀<br>(Surga Jalur WNI)
@MuhammadAndra-l8u,2025-09-26T12:51:22Z,"pelosok?, gw di pelosok blm dapet🤧"
@Gilang-dhe,2025-09-26T12:50:52Z,Ikan hiu GK tuh 😂
@AiYeaAi,2025-09-26T12:50:39Z,Alhamdulillah di sekolahku aman
@HasiAmry,2025-09-26T12:50:26Z,Lah punya gua ada ulatnya
@Rizki_003,2025-09-26T12:50:02Z,Anj itu semangka setipis tisu 😂
@lance_crown17,2025-09-26T12:49:03Z,sorry bang gw ngakak🤣🤣
@mieayamCIHUUYYY,2025-09-26T12:48:41Z,Kalian dapet mbg? Bukannya ini mitos ya?
@TaufikAja-j8f,2025-09-26T12:48:30Z,Pny gua tlur basi njir trs ad jga tmen gua yng ada belatung ny jir😂😂😂
@tosukorokiji5322,2025-09-26T12:48:28Z,wih kalidawir
@Antonius351,2025-09-26T12:48:05Z,oke gas oke gas😂
@dilannn_,2025-09-26T12:47:46Z,Makan beracun gratis
@wysnuanimation769,2025-09-26T12:47:20Z,Tuh semangka udah tipis kaya kertas aja
@hend.some-j2x,2025-09-26T12:47:09Z,"dede inoen msh hidup,  blm bs reinkarnasi"
@HOLKI_GABUTtitan,2025-09-26T12:47:00Z,Di sekolahan gua GK pernah keracunan malah enak nama sekolahan gua SDN SINTUNG TIMUR 😅😅
@RizkyPutraaaaa,2025-09-26T12:46:47Z,"guoblok ikan hiu ,"
@Uriel_nier,2025-09-26T12:45:54Z,program sampah
@namagetzok1633,2025-09-26T12:45:52Z,1 semangka buat 1 sekolah 😂😂
@GRITEXSPARS,2025-09-26T12:45:25Z,"udah gak heran, sebelum prabowo kepilih aja banyak orang yang sudah berpikir bakal jadi bahan korupsi dan keracunan,.dan Ternyata benar terjadi 😂"
@annitadarling19,2025-09-26T12:43:30Z,"Tetep big no sih, Chicken Katsu, Mie Gacoan ga seharusnya masuk ke menu makanan yang ada embel embel &quot;Bergizi&quot;, lebih baik makanan yang disajikan makanan khas Nusantara yang gizi dan penyajiannya diawasi ketat ahli gizi, agar kandungan nya bisa disesuaikan dan tidak berlebih-lebihan(misalnya terlalu banyak lemak)"
@alvianfikriIndirwan,2025-09-26T12:41:16Z,Gini dugaan pertama isu mbg dibuat seolah olah bermasalah jadi rakyat ngga percaya dan menjadi terauma dengan pengadaan mbg tersebut dan akhirnya anggaran mbg di hapuskan karena alasan tidak efektif dan membahayakan lalu kemana anggaran mbg tersebut ya Taulah balik lagi kasus klasik yg dicintai dan budaya di negeri ini KORUPSI
@kokobachrudin1583,2025-09-26T12:41:13Z,dapur ntuh sebenernya dah bersih dapet 2000 buat sewa dapurnya per porsi. 3000 perporsi buat operasional. Setiap dapur itu bisa masak 2000-3000. Kudu diselidiki sih kenapa bisa keracunan begini 😔😔😔😔
@febrifatoni7153,2025-09-26T12:40:42Z,🍉 malah setipis tisu gw
@amelimutts,2025-09-26T12:40:00Z,"ketawa bgt pas terakhir liat semangkanya biasa aja, pas di balik tinggi kiris"
@RRQKINGDOM-u8p,2025-09-26T12:39:50Z,"Udh dengar pidato Prabowo tentang siswa yg keracunan ga?? Dia bilang alasan siswa keracunan karna banyak dari mereka makan ga pake sendok, tapi pake tangan.🗿"
@dindawahdania2468,2025-09-26T12:39:45Z,"minimal panitia plaksana ny d cek cemua deh, ad ga tu yg d tilep"
@KlipinAj,2025-09-26T12:39:36Z,"Programnya ngga salah, yg salah itu oknum yang sengaja buat makanan beracun, mustahil yang masak itu orang dungu yg tidak memeriksa bahan2 masak nya"
@Salkaliqntau,2025-09-26T12:39:05Z,Untung gua GK dapat mbg
@Monstif_29,2025-09-26T12:39:03Z,Ini adalah strategi pak prabowo mengetahui pelaku korupsi dari yang besar sampai keakarnya mungkin melalui program ini untuk mengetahui oknum mana yang berani bermain curang dengan anggaran MBG ini. Menurut saya kemungkinan seperti itu ya ges ya
@ReyTheSpider,2025-09-26T12:38:38Z,"Gua di tawarin kerja di mbg, bnyk pertanyaan yang menyangkut kejujuran itu mutlak apa tidak? Alhasil gua tolak,, 100% udh piks pada di korup anggarannya, misalnya dari bahan yang harusnya pada bagus malah beliin yg biasa ajh atau bahkan di campur aduk"
@PinkuJanaiMagentaDa,2025-09-26T12:38:32Z,"If the Food Fail your smell test, Just dont eat it"
@sanininini,2025-09-26T12:37:14Z,"Pelosok? Nyatanya realisasinya dimulai dari yang dekat ibukota dan paling kota, domisili saya kalimantan utara desa yang berbatasan langsung dengan hutan malaysia belum ada kabar2 kapan bakal ada MBG disini"
@ernituerah7240,2025-09-26T12:36:33Z,"Selama gw dpt mbg gk ada yg keracunan, untungny begitu, moga aja bs terus berlanjut dan tidak ada yg keracunan"
@santosoabimayu,2025-09-26T12:36:29Z,"Kalau mbg nya bagus menunya, kalian pasti bakal iri 😅 tapi bisa cuan atau tidak kurang tahu"
@didinagustin6000,2025-09-26T12:35:41Z,BAHAGIA❎<br>TRAUMA✅
@sad_cubeAUTHOR,2025-09-26T12:34:52Z,Yang paling sakit<br>Gue gk daoet<br>ACUMALAKA😂😂😂🤚🤣🤚
@Idk_k12345,2025-09-26T12:34:44Z,Semua aja di korupsi next korupsi apa lem? Indomie?
@wibusejatiofficial,2025-09-26T12:34:20Z,dari atas sampe bawah korupsi
@LreyXia23,2025-09-26T12:34:10Z,mie gacoan😂😭
@kainanare,2025-09-26T12:34:10Z,Sekolah gw belom dapet mbg😔
@itsukashido4672,2025-09-26T12:34:04Z,Contohin daerah kalidawir Tulungagung 👍👍👍
@NarmilaAniyatini,2025-09-26T12:33:46Z,Prabowo harusnya nindak sih apalg ini program yg di puja puja pas kampanye 😂 pas blum jdi sangar pas dah jadi malah melempem
@Mash811-wu7vm,2025-09-26T12:33:40Z,Btw tempat tinggal gua deket sama Kalidawir Tulungagung 🗿🗿
@mordikalgrass,2025-09-26T12:33:32Z,Mbg dekat pusat 😲😋<br>Mbg jauh dari pusat 🤮🤢
@waterlemon00,2025-09-26T12:33:31Z,bukannya saya Pro Pemerintah Tapi Menurut saya Gen Alpha yang Imun nya Rendah sih (Gwe Belum Cobain Makanan nya)
@Askagg-x8c,2025-09-26T12:33:22Z,enak amat mie gacoan
@ninosaputra5902,2025-09-26T12:33:05Z,MBG = Makan Beracun Gratis 🤌
@atepasgar952,2025-09-26T12:32:40Z,"Simplenya bukan programnya yg jelek, tapi SDM negara kita yg belum siap. Kebanyakan di korup. Bukan cuma oleh pejabat tapi ya masyarakatnya sendiri."
@destavysca,2025-09-26T12:32:03Z,MBG JADI PENGALIHAN ISU PERAMPASAN ASET
@SusantoSanto-ev1no,2025-09-26T12:31:42Z,MBG gw gpp tapi malah salah satu teman saya yang muntah
@ariretno3187,2025-09-26T12:30:58Z,Semangkanya setipis lidah kodok🤣
@ArvinGanteng-u9k,2025-09-26T12:30:50Z,Semangka nya setipis kertas
@Muhammadbintangakbar-l4p,2025-09-26T12:29:26Z,Itu mah gk gratis pajak aja di naikin
@私は日本人です-k1k,2025-09-26T12:29:22Z,Aku juga keracunan gara gara ayam ya basi
@Maz_Bmo,2025-09-26T12:28:04Z,CUMA PROGRAM PEMERINTAH INDONESIA SAJA YG MERACUNI RAKYATNYA... Di negara lain tidak ada
@Aikalpr,2025-09-26T12:26:26Z,Pasti dikor..... Bakso bakso
